ibge;name;uf;sphere;cnpj;population;capital
2703601;Japaratinga;AL;M;12247946000136;9457;0
2703700;Jaramataia;AL;M;12207544000108;5069;0
2703759;Jequiá da Praia;AL;M;02917132000108;9607;0
2703809;Joaquim Gomes;AL;M;12262739000150;17342;0
2703908;Jundiá;AL;M;12248100000110;4175;0
2704005;Junqueiro;AL;M;12265468000197;24382;0
2704104;Lagoa da Canoa;AL;M;12207551000100;18836;0
2704203;Limoeiro de Anadia;AL;M;12207403000195;25184;0
2704302;Maceió;AL;M;12200135000180;994952;1
2704401;Major Isidoro;AL;M;12228904000158;17828;0
2704500;Maragogi;AL;M;12248522000196;33269;0
2704609;Maravilha;AL;M;12251286000167;9709;0
2704708;Marechal Deodoro;AL;M;12200275000158;62477;0
2704807;Maribondo;AL;M;12236873000187;13970;0
2704906;Mar Vermelho;AL;M;12333761000144;3208;0
2705002;Mata Grande;AL;M;12226205000179;22126;0
2705101;Matriz de Camaragibe;AL;M;12342663000173;24331;0
2705200;Messias;AL;M;12200283000102;15706;0
2705309;Minador do Negrão;AL;M;12237038000161;4935;0
2705408;Monteirópolis;AL;M;12251450000136;7344;0
2705507;Murici;AL;M;12332953000136;25926;0
2705606;Novo Lino;AL;M;12248878000120;10285;0
2705705;Olho d'Água das Flores;AL;M;12251468000138;21135;0
2705804;Olho d'Água do Casado;AL;M;12350146000146;8522;0
2705903;Olho d'Água Grande;AL;M;12207411000131;4381;0
2706000;Olivença;AL;M;12257762000157;11047;0
2706109;Ouro Branco;AL;M;12258141000198;11706;0
2706208;Palestina;AL;M;12369872000100;4408;0
2706307;Palmeira dos Índios;AL;M;12356879000198;73621;0
2706406;Pão de Açúcar;AL;M;12369880000157;24291;0
2706422;Pariconha;AL;M;35634435000172;10807;0
2706448;Paripueira;AL;M;35561471000153;14199;0
2706505;Passo de Camaragibe;AL;M;12342655000127;14070;0
2706604;Paulo Jacinto;AL;M;12335030000138;6691;0
2919108;Lamarão;BA;M;13844071000112;9303;0
2919157;Lapão;BA;M;13891528000140;27014;0
2919207;Lauro de Freitas;BA;M;13927819000140;219564;0
2919306;Lençóis;BA;M;14694400000159;11194;0
2919405;Licínio de Almeida;BA;M;14108286000138;12202;0
2919504;Livramento de Nossa Senhora;BA;M;13674817000197;46376;0
2919553;Luís Eduardo Magalhães;BA;M;04214419000105;118382;0
2919603;Macajuba;BA;M;13810841000106;10740;0
2919702;Macarani;BA;M;13751540000159;22768;0
2919801;Macaúbas;BA;M;13782461000105;43653;0
2919900;Macururé;BA;M;14217343000117;7435;0
2919926;Madre de Deus;BA;M;33919960000109;19224;0
2919959;Maetinga;BA;M;13284641000167;7218;0
2920007;Maiquinique;BA;M;13751821000101;9009;0
2920106;Mairi;BA;M;14212872000128;18130;0
2920205;Malhada;BA;M;14105217000170;15814;0
2920304;Malhada de Pedras;BA;M;14106561000184;8982;0
2920403;Manoel Vitorino;BA;M;13894886000106;14287;0
2920452;Mansidão;BA;M;13348529000142;14542;0
2920502;Maracás;BA;M;13910203000167;29330;0
2920601;Maragogipe;BA;M;13784384000122;37041;0
2920700;Maraú;BA;M;13848973000127;25804;0
2920809;Marcionílio Souza;BA;M;13765219000123;9475;0
2920908;Mascote;BA;M;13818018000147;13918;0
2921005;Mata de São João;BA;M;13805528000180;44962;0
2921054;Matina;BA;M;16417800000142;10611;0
2921104;Medeiros Neto;BA;M;13786520000113;22801;0
2921203;Miguel Calmon;BA;M;13913363000160;25263;0
2921302;Milagres;BA;M;13720263000117;11436;0
2921401;Mirangaba;BA;M;13913371000106;16167;0
2921450;Mirante;BA;M;16416521000164;10526;0
2921500;Monte Santo;BA;M;13698766000133;49807;0
2921609;Morpará;BA;M;13798574000107;8220;0
2921708;Morro do Chapéu;BA;M;13717517000148;35235;0
2921807;Mortugaba;BA;M;13677687000146;11477;0
2921906;Mucugê;BA;M;13922562000134;12712;0
2922003;Mucuri;BA;M;13761705000173;40114;0
2922052;Mulungu do Morro;BA;M;16445876000181;13648;0
2922102;Mundo Novo;BA;M;13795380000140;17197;0
2922201;Muniz Ferreira;BA;M;13796461000164;7453;0
2922250;Muquém de São Francisco;BA;M;16440778000151;10803;0
2922300;Muritiba;BA;M;13828504000146;30180;0
2922409;Mutuípe;BA;M;13827035000140;20590;0
2922508;Nazaré;BA;M;13797188000192;28427;0
2922607;Nilo Peçanha;BA;M;13758313000155;12399;0
2922656;Nordestina;BA;M;13347539000163;19711;0
2922706;Nova Canaã;BA;M;13858675000118;13970;0
2922730;Nova Fátima;BA;M;16444069000144;8283;0
2922755;Nova Ibiá;BA;M;32697583000148;6696;0
2922805;Nova Itarana;BA;M;13892187000127;8073;0
2922854;Nova Redenção;BA;M;16245334000165;7670;0
2922904;Nova Soure;BA;M;13904420000144;24865;0
2923001;Nova Viçosa;BA;M;13761531000149;41629;0
2923035;Novo Horizonte;BA;M;16255077000142;11586;0
2923050;Novo Triunfo;BA;M;16298945000171;11060;0
2923100;Olindina;BA;M;13647854000106;22956;0
2923209;Oliveira dos Brejinhos;BA;M;13798905000109;21323;0
2923308;Ouriçangas;BA;M;13648043000120;7925;0
2923357;Ourolândia;BA;M;16444150000124;20141;0
2923407;Palmas de Monte Alto;BA;M;13982590000147;20666;0
2923506;Palmeiras;BA;M;13922638000121;10894;0
2923605;Paramirim;BA;M;13675491000112;21025;0
2923704;Paratinga;BA;M;14105225000117;30680;0
2923803;Paripiranga;BA;M;14215826000182;27860;0
2923902;Pau Brasil;BA;M;13682299000153;9537;0
2924009;Paulo Afonso;BA;M;14217327000124;119418;0
2924058;Pé de Serra;BA;M;13232913000185;13677;0
2924108;Pedrão;BA;M;13648241000193;6403;0
2924207;Pedro Alexandre;BA;M;14216238000163;14226;0
2924306;Piatã;BA;M;13675681000130;20938;0
2924405;Pilão Arcado;BA;M;13692033000191;37388;0
2924504;Pindaí;BA;M;13982624000101;15125;0
2924603;Pindobaçu;BA;M;13908710000166;19601;0
2924652;Pintadas;BA;M;13896725000151;10654;0
2924678;Piraí do Norte;BA;M;13071220000158;11481;0
2924702;Piripá;BA;M;13694658000192;9143;0
2924801;Piritiba;BA;M;13795786000122;17697;0
2924900;Planaltino;BA;M;13769021000118;8239;0
2925006;Planalto;BA;M;13858907000138;24026;0
2925105;Poções;BA;M;14242200000165;50773;0
2925204;Pojuca;BA;M;13806237000106;33573;0
2925253;Ponto Novo;BA;M;16444143000122;18763;0
2925303;Porto Seguro;BA;M;13635016000112;182630;0
2925402;Potiraguá;BA;M;13752191000190;10651;0
2925501;Prado;BA;M;13761713000110;37533;0
2925600;Presidente Dutra;BA;M;13717798000139;15677;0
2925709;Presidente Jânio Quadros;BA;M;14120539000199;12963;0
2925758;Presidente Tancredo Neves;BA;M;13071253000106;29489;0
2925808;Queimadas;BA;M;14218952000190;27429;0
2925907;Quijingue;BA;M;13698782000126;26443;0
2925931;Quixabeira;BA;M;16443723000103;9839;0
2925956;Rafael Jambeiro;BA;M;13195862000169;20081;0
2926004;Remanso;BA;M;13909247000177;42855;0
2926103;Retirolândia;BA;M;13844220000143;14174;0
2926202;Riachão das Neves;BA;M;14100747000126;22329;0
2926301;Riachão do Jacuípe;BA;M;14043269000160;35188;0
2926400;Riacho de Santana;BA;M;14105191000160;32060;0
2926509;Ribeira do Amparo;BA;M;13809405000117;14528;0
2926608;Ribeira do Pombal;BA;M;13809397000109;56316;0
2926657;Ribeirão do Largo;BA;M;16418683000131;10029;0
2926707;Rio de Contas;BA;M;14263859000106;13634;0
2926806;Rio do Antônio;BA;M;13678008000153;13495;0
2926905;Rio do Pires;BA;M;13783279000179;10781;0
2927002;Rio Real;BA;M;15088800000183;36966;0
2927101;Rodelas;BA;M;14217350000119;10884;0
2927200;Ruy Barbosa;BA;M;13810833000160;29590;0
2927309;Salinas da Margarida;BA;M;13743281000114;15629;0
2706703;Penedo;AL;M;12243697000100;60185;0
2706802;Piaçabuçu;AL;M;12247268000101;16192;0
2706901;Pilar;AL;M;12200150000128;36525;0
2707008;Pindoba;AL;M;12335436000110;2786;0
2707107;Piranhas;AL;M;12225546000120;23053;0
2707206;Poço das Trincheiras;AL;M;12259040000131;12965;0
2707305;Porto Calvo;AL;M;12366720000154;24509;0
2707404;Porto de Pedras;AL;M;08629446000191;9517;0
2707503;Porto Real do Colégio;AL;M;12207429000133;20273;0
2707602;Quebrangulo;AL;M;12241675000101;11303;0
2707701;Rio Largo;AL;M;12200168000120;97658;0
2707800;Roteiro;AL;M;12264248000149;6606;0
2707909;Santa Luzia do Norte;AL;M;12200317000150;7066;0
2708006;Santana do Ipanema;AL;M;12250916000189;47418;0
2708105;Santana do Mundaú;AL;M;12332979000184;11572;0
2708204;São Brás;AL;M;12207437000180;6557;0
2708303;São José da Laje;AL;M;12330916000199;21180;0
2708402;São José da Tapera;AL;M;12261228000114;31569;0
2708501;São Luís do Quitunde;AL;M;12342671000110;31785;0
2708600;São Miguel dos Campos;AL;M;12264222000109;53380;0
2708709;São Miguel dos Milagres;AL;M;12364881000109;8700;0
2708808;São Sebastião;AL;M;12247631000199;32707;0
2708907;Satuba;AL;M;12200333000143;25105;0
2708956;Senador Rui Palmeira;AL;M;12421137000107;12545;0
2709004;Tanque d'Arca;AL;M;12241865000129;5906;0
2709103;Taquarana;AL;M;12207445000126;19428;0
2709152;Teotônio Vilela;AL;M;12842829000110;39143;0
2709202;Traipu;AL;M;12207452000128;24106;0
2709301;União dos Palmares;AL;M;12332946000134;60860;0
2709400;Viçosa;AL;M;12333746000104;24414;0
2800100;Amparo de São Francisco;SE;M;13110564000129;2202;0
2800209;Aquidabã;SE;M;13000609000102;20556;0
2800308;Aracaju;SE;M;13128780000100;630932;1
2800407;Arauá;SE;M;13095260000130;10464;0
2800506;Areia Branca;SE;M;13100995000104;18626;0
2800605;Barra dos Coqueiros;SE;M;13128863000190;45175;0
2800670;Boquim;SE;M;13097068000182;25007;0
2209708;São Francisco do Piauí;PI;M;06553994000150;5358;0
2209757;São Gonçalo do Gurguéia;PI;M;01612607000195;3026;0
2209807;São Gonçalo do Piauí;PI;M;06554828000178;4985;0
2209856;São João da Canabrava;PI;M;12066973000102;4359;0
2209872;São João da Fronteira;PI;M;01612608000130;5608;0
2209906;São João da Serra;PI;M;06554331000150;6232;0
2209955;São João da Varjota;PI;M;01612676000107;4430;0
4108304;Foz do Iguaçu;PR;M;76206606000140;297352;0
4108320;Francisco Alves;PR;M;77356665000167;8573;0
4108403;Francisco Beltrão;PR;M;77816510000166;102312;0
4108452;Foz do Jordão;PR;M;01603719000180;4893;0
4108502;General Carneiro;PR;M;75687681000107;10691;0
4108551;Godoy Moreira;PR;M;81392656000107;2911;0
4108601;Goioerê;PR;M;78198975000163;28931;0
4108650;Goioxim;PR;M;01607627000178;6469;0
4108700;Grandes Rios;PR;M;75741348000139;5527;0
4108809;Guaíra;PR;M;77857183000190;33058;0
4108908;Guairaçá;PR;M;76238443000187;6762;0
4108957;Guamiranga;PR;M;01616255000146;7916;0
4109005;Guapirama;PR;M;75443812000100;4857;0
4109104;Guaporema;PR;M;75378844000170;2210;0
4109203;Guaraci;PR;M;75845537000151;4743;0
4109302;Guaraniaçu;PR;M;76208818000166;13770;0
4109401;Guarapuava;PR;M;76178037000176;189630;0
4109500;Guaraqueçaba;PR;M;76022508000152;7446;0
4109609;Guaratuba;PR;M;76017474000108;44913;0
4109658;Honório Serpa;PR;M;95585444000142;4803;0
4109708;Ibaiti;PR;M;77008068000141;29464;0
4109757;Ibema;PR;M;80881931000185;6343;0
4109807;Ibiporã;PR;M;76244961000103;53276;0
4109906;Icaraíma;PR;M;76247337000160;9149;0
4110003;Iguaraçu;PR;M;75772525000144;5693;0
4110052;Iguatu;PR;M;95595013000167;2156;0
4110078;Imbaú;PR;M;01613770000172;15068;0
4110102;Imbituva;PR;M;76175892000123;30849;0
4110201;Inácio Martins;PR;M;76178029000120;9555;0
4110300;Inajá;PR;M;76970318000167;2481;0
4110409;Indianópolis;PR;M;75798355000177;4544;0
4110508;Ipiranga;PR;M;76175934000126;14317;0
4110607;Iporã;PR;M;75738484000170;16102;0
4110656;Iracema do Oeste;PR;M;95583555000110;2328;0
4110706;Irati;PR;M;75654574000182;61004;0
4110805;Iretama;PR;M;76950088000174;10832;0
4110904;Itaguajé;PR;M;76970359000153;4530;0
4110953;Itaipulândia;PR;M;95725057000164;12116;0
4111001;Itambaracá;PR;M;76235738000108;5819;0
4111100;Itambé;PR;M;76282698000147;6228;0
4111209;Itapejara d'Oeste;PR;M;76995430000152;12869;0
4111258;Itaperuçu;PR;M;95422846000126;33310;0
4111308;Itaúna do Sul;PR;M;75458836000133;3607;0
4111407;Ivaí;PR;M;76175918000133;13476;0
4111506;Ivaiporã;PR;M;75741330000137;33566;0
4111555;Ivaté;PR;M;95640553000115;6788;0
4111605;Ivatuba;PR;M;76285337000154;2685;0
4111704;Jaboti;PR;M;75969667000104;5655;0
4111803;Jacarezinho;PR;M;76966860000146;41493;0
4111902;Jaguapitã;PR;M;75457341000190;15908;0
4112009;Jaguariaíva;PR;M;76910900000138;36384;0
4112108;Jandaia do Sul;PR;M;75771204000125;21930;0
4112207;Janiópolis;PR;M;76402882000183;5807;0
4112306;Japira;PR;M;75969881000152;5054;0
4112405;Japurá;PR;M;75788349000139;9393;0
4112504;Jardim Alegre;PR;M;75741363000187;12138;0
4112603;Jardim Olinda;PR;M;76970383000192;1349;0
4112702;Jataizinho;PR;M;76245042000154;11996;0
4112751;Jesuítas;PR;M;77398154000108;10954;0
4112801;Joaquim Távora;PR;M;76966845000106;12341;0
4112900;Jundiaí do Sul;PR;M;76408061000154;3372;0
4112959;Juranda;PR;M;78196755000109;7899;0
4113007;Jussara;PR;M;75789552000120;6786;0
4113106;Kaloré;PR;M;75771238000110;4666;0
4113205;Lapa;PR;M;76020452000105;45878;0
4113254;Laranjal;PR;M;95684536000180;5525;0
4113304;Laranjeiras do Sul;PR;M;76205970000195;33179;0
4113403;Leópolis;PR;M;75388850000108;3725;0
4113429;Lidianópolis;PR;M;95680831000168;3987;0
4113452;Lindoeste;PR;M;80881915000192;5217;0
4113502;Loanda;PR;M;76972074000151;23966;0
4113601;Lobato;PR;M;76970367000108;4707;0
4113700;Londrina;PR;M;75771477000170;581382;0
4113734;Luiziana;PR;M;80888688000127;6659;0
4113759;Lunardelli;PR;M;78600491000107;4864;0
4113809;Lupionópolis;PR;M;75845511000103;4929;0
4113908;Mallet;PR;M;75654566000136;13681;0
4114005;Mamborê;PR;M;75368928000122;13551;0
4114104;Mandaguaçu;PR;M;76285329000108;34521;0
4114203;Mandaguari;PR;M;76285345000109;38313;0
4114302;Mandirituba;PR;M;76105550000137;29104;0
4114351;Manfrinópolis;PR;M;01614343000109;2790;0
4114401;Mangueirinha;PR;M;77774867000129;16737;0
4114500;Manoel Ribas;PR;M;75740811000128;14675;0
4114609;Marechal Cândido Rondon;PR;M;76205814000124;58734;0
4114708;Maria Helena;PR;M;76247386000100;5926;0
4114807;Marialva;PR;M;76282680000145;44749;0
4114906;Marilândia do Sul;PR;M;75771303000107;8761;0
4115002;Marilena;PR;M;75971010000173;7450;0
4115101;Mariluz;PR;M;76404136000129;9910;0
4115200;Maringá;PR;M;76282656000106;429660;0
4115309;Mariópolis;PR;M;76995323000124;6506;0
4115358;Maripá;PR;M;95583571000102;6824;0
4115408;Marmeleiro;PR;M;76205665000101;16605;0
4115457;Marquinho;PR;M;01612552000113;4491;0
4115507;Marumbi;PR;M;75771246000166;4780;0
4115606;Matelândia;PR;M;76206465000165;19223;0
4115705;Matinhos;PR;M;76017466000161;42063;0
4115739;Mato Rico;PR;M;95684510000131;3249;0
4115754;Mauá da Serra;PR;M;95548400000142;9689;0
4115804;Medianeira;PR;M;76206481000158;57910;0
4115853;Mercedes;PR;M;95719373000123;6194;0
4115903;Mirador;PR;M;75475442000193;2248;0
4116000;Miraselva;PR;M;75845529000105;2017;0
4116059;Missal;PR;M;78101847000150;11423;0
4116109;Moreira Sales;PR;M;76217025000103;11043;0
4116208;Morretes;PR;M;76022490000199;19089;0
4116307;Munhoz de Melo;PR;M;75352062000161;4057;0
4116406;Nossa Senhora das Graças;PR;M;76970300000165;3669;0
4116505;Nova Aliança do Ivaí;PR;M;76413061000142;1322;0
4116604;Nova América da Colina;PR;M;75827204000108;3286;0
4116703;Nova Aurora;PR;M;76208859000152;14331;0
4116802;Nova Cantu;PR;M;77845394000103;6739;0
4116901;Nova Esperança;PR;M;75730994000109;27142;0
4116950;Nova Esperança do Sudoeste;PR;M;95589289000132;5783;0
4117008;Nova Fátima;PR;M;75828418000190;7140;0
3542503;Reginópolis;SP;M;44556033000198;7820;0
3542602;Registro;SP;M;45685872000179;61927;0
3542701;Restinga;SP;M;45318581000142;6486;0
3542800;Ribeira;SP;M;46634325000127;3158;0
3542909;Ribeirão Bonito;SP;M;45355914000103;11040;0
3543006;Ribeirão Branco;SP;M;46634366000113;18942;0
3543105;Ribeirão Corrente;SP;M;45318789000161;4717;0
3543204;Ribeirão do Sul;SP;M;46211702000115;4776;0
3543238;Ribeirão dos Índios;SP;M;01552221000135;2040;0
3543253;Ribeirão Grande;SP;M;67360446000106;7571;0
3543303;Ribeirão Pires;SP;M;46522967000134;118954;0
3543402;Ribeirão Preto;SP;M;56024581000156;731639;0
3543501;Riversul;SP;M;46634416000162;5628;0
3543600;Rifaina;SP;M;45318995000171;4179;0
3543709;Rincão;SP;M;56338247000177;9101;0
3543808;Rinópolis;SP;M;46478053000113;9334;0
3543907;Rio Claro;SP;M;45774064000188;210323;0
3544004;Rio das Pedras;SP;M;44826840000183;32329;0
3544103;Rio Grande da Serra;SP;M;46522975000180;45324;0
3544202;Riolândia;SP;M;45162864000148;10444;0
3544251;Rosana;SP;M;67662452000100;17434;0
3544301;Roseira;SP;M;45212008000150;11137;0
3544400;Rubiácea;SP;M;44437549000113;2740;0
3544509;Rubinéia;SP;M;45135043000112;3998;0
3544608;Sabino;SP;M;44534089000141;5182;0
3544707;Sagres;SP;M;53310793000101;2522;0
3544806;Sales;SP;M;46613196000190;6645;0
3544905;Sales Oliveira;SP;M;46756029000107;11683;0
3545001;Salesópolis;SP;M;46523296000126;15381;0
3545100;Salmourão;SP;M;46477618000148;4883;0
3545159;Saltinho;SP;M;66831959000187;8407;0
3545209;Salto;SP;M;46634507000106;141111;0
3545308;Salto de Pirapora;SP;M;46634093000107;45262;0
3545407;Salto Grande;SP;M;46211686000160;9221;0
3545506;Sandovalina;SP;M;44872778000166;3697;0
3545605;Santa Adélia;SP;M;46599270000161;14193;0
3545704;Santa Albertina;SP;M;45135530000185;6566;0
3545803;Santa Bárbara d'Oeste;SP;M;46422408000152;189456;0
3546009;Santa Branca;SP;M;46694121000181;14219;0
3546108;Santa Clara d'Oeste;SP;M;45135944000104;2694;0
3546207;Santa Cruz da Conceição;SP;M;44751725000197;4375;0
3546256;Santa Cruz da Esperança;SP;M;01611007000102;2168;0
3546306;Santa Cruz das Palmeiras;SP;M;46371654000122;29489;0
3546405;Santa Cruz do Rio Pardo;SP;M;46231890000143;47759;0
3546504;Santa Ernestina;SP;M;45374469000129;6274;0
3546603;Santa Fé do Sul;SP;M;45138070000149;36288;0
3546702;Santa Gertrudes;SP;M;45732377000173;23192;0
3546801;Santa Isabel;SP;M;56900848000121;54691;0
3546900;Santa Lúcia;SP;M;45282704000132;7144;0
3507456;Borebi;SP;M;54724802000173;2801;0
3507506;Botucatu;SP;M;46634101000115;151053;0
3507605;Bragança Paulista;SP;M;46352746000165;185688;0
3507704;Braúna;SP;M;44440832000102;5477;0
3507753;Brejo Alegre;SP;M;01614087000150;2605;0
3507803;Brodowski;SP;M;45301652000102;26314;0
3507902;Brotas;SP;M;46362927000172;24501;0
3508009;Buri;SP;M;46634382000106;20731;0
3508108;Buritama;SP;M;44435121000131;17658;0
3508207;Buritizal;SP;M;45323698000114;4458;0
3508306;Cabrália Paulista;SP;M;46137469000178;4360;0
3508405;Cabreúva;SP;M;46634432000155;48654;0
3508504;Caçapava;SP;M;45189305000121;100071;0
3508603;Cachoeira Paulista;SP;M;45192275000102;32534;0
3508702;Caconde;SP;M;45767829000152;17228;0
3508801;Cafelândia;SP;M;46186375000199;16907;0
3508900;Caiabu;SP;M;44853505000174;3726;0
3509007;Caieiras;SP;M;46523064000178;98549;0
3509106;Caiuá;SP;M;53307906000110;5599;0
3509205;Cajamar;SP;M;46523023000181;98365;0
3509254;Cajati;SP;M;64037815000128;29262;0
3509304;Cajobi;SP;M;46614400000198;9210;0
3509403;Cajuru;SP;M;45227337000174;24233;0
3509452;Campina do Monte Alegre;SP;M;67360404000167;6090;0
3509502;Campinas;SP;M;51885242000140;1187974;0
3509601;Campo Limpo Paulista;SP;M;45780095000141;79781;0
3509700;Campos do Jordão;SP;M;45699626000176;47956;0
3509809;Campos Novos Paulista;SP;M;46787644000172;5003;0
3509908;Cananéia;SP;M;46585956000101;12491;0
3509957;Canas;SP;M;01619207000101;5068;0
3510005;Cândido Mota;SP;M;46179958000192;30157;0
3510104;Cândido Rodrigues;SP;M;45374261000100;2959;0
3510153;Canitar;SP;M;57264517000105;6589;0
3510203;Capão Bonito;SP;M;46634259000195;47409;0
3510302;Capela do Alto;SP;M;46634077000114;23777;0
3510401;Capivari;SP;M;44723674000190;51369;0
3510500;Caraguatatuba;SP;M;46482840000139;142248;0
3510609;Carapicuíba;SP;M;44892693000140;398236;0
3510708;Cardoso;SP;M;46599825000175;11476;0
3510807;Casa Branca;SP;M;45735479000142;28779;0
3510906;Cássia dos Coqueiros;SP;M;44229805000187;2861;0
3511003;Castilho;SP;M;45663556000104;20485;0
3511102;Catanduva;SP;M;45122603000102;119275;0
3511201;Catiguá;SP;M;45124344000140;7101;0
3511300;Cedral;SP;M;45093663000136;13314;0
3511409;Cerqueira César;SP;M;46634184000142;22210;0
3511508;Cerquilho;SP;M;46634614000126;46391;0
3511607;Cesário Lange;SP;M;46634572000123;19707;0
3511706;Charqueada;SP;M;45732013000193;15814;0
3511904;Clementina;SP;M;47346275000145;7084;0
3512001;Colina;SP;M;45291234000173;18880;0
3512100;Colômbia;SP;M;52381720000148;6802;0
3512209;Conchal;SP;M;45331188000199;29132;0
3512308;Conchas;SP;M;46634119000117;15345;0
3512407;Cordeirópolis;SP;M;44660272000193;25286;0
3512506;Coroados;SP;M;46156477000161;5504;0
3512605;Coronel Macedo;SP;M;46634192000199;4271;0
3512704;Corumbataí;SP;M;44660397000113;4296;0
3512803;Cosmópolis;SP;M;44730331000152;61167;0
3512902;Cosmorama;SP;M;45162054000191;9019;0
3513009;Cotia;SP;M;46523049000120;289493;0
3513108;Cravinhos;SP;M;45228319000107;34307;0
3513207;Cristais Paulista;SP;M;45307980000108;9600;0
3513306;Cruzália;SP;M;46179966000139;2123;0
3513405;Cruzeiro;SP;M;46668596000101;76444;0
3513504;Cubatão;SP;M;47492806000108;114870;0
3513603;Cunha;SP;M;45704053000121;22460;0
3513702;Descalvado;SP;M;46732442000123;32663;0
3513801;Diadema;SP;M;46523247000193;403579;0
3513850;Dirce Reis;SP;M;65711988000142;1639;0
3513900;Divinolândia;SP;M;46435921000188;11305;0
3514007;Dobrada;SP;M;54916283000145;8986;0
3514106;Dois Córregos;SP;M;45671120000159;24847;0
3514205;Dolcinópolis;SP;M;48318182000170;2254;0
3514304;Dourado;SP;M;51814960000126;8169;0
3514403;Dracena;SP;M;44880060000111;46735;0
3514502;Duartina;SP;M;46137485000160;12532;0
3514601;Dumont;SP;M;46940888000143;9764;0
3514700;Echaporã;SP;M;44470300000100;6291;0
3514809;Eldorado;SP;M;45089885000185;13109;0
3514908;Elias Fausto;SP;M;44723740000121;18168;0
3514924;Elisiário;SP;M;65711723000144;3190;0
3514957;Embaúba;SP;M;65712648000136;2349;0
3515004;Embu das Artes;SP;M;46523114000117;259788;0
3515103;Embu-Guaçu;SP;M;46523148000101;68913;0
3515129;Emilianópolis;SP;M;67662544000190;3061;0
3515152;Engenheiro Coelho;SP;M;67996363000108;20261;0
3515186;Espírito Santo do Pinhal;SP;M;45739083000173;40610;0
3515194;Espírito Santo do Turvo;SP;M;57264509000169;4214;0
3515202;Estrela d'Oeste;SP;M;45112224000123;9696;0
3515301;Estrela do Norte;SP;M;46449682000115;2751;0
3515350;Euclides da Cunha Paulista;SP;M;67662437000161;7883;0
3515400;Fartura;SP;M;46223707000168;17029;0
3515509;Fernandópolis;SP;M;47842836000105;73508;0
3515608;Fernando Prestes;SP;M;47826763000150;6080;0
3515657;Fernão;SP;M;01612848000134;1692;0
3515707;Ferraz de Vasconcelos;SP;M;46523197000144;186479;0
3515806;Flora Rica;SP;M;44925279000190;1483;0
3515905;Floreal;SP;M;53221941000111;2747;0
3516002;Flórida Paulista;SP;M;44925691000100;13175;0
3516101;Florínia;SP;M;44493575000169;4022;0
3516200;Franca;SP;M;47970769000104;365494;0
3516309;Francisco Morato;SP;M;46523072000114;171476;0
3516408;Franco da Rocha;SP;M;46523080000160;150241;0
3516507;Gabriel Monteiro;SP;M;44431161000105;2813;0
3516606;Gália;SP;M;44518389000137;6413;0
3516705;Garça;SP;M;44518371000135;43081;0
3516804;Gastão Vidigal;SP;M;45660602000103;3203;0
3516853;Gavião Peixoto;SP;M;01559766000173;4806;0
3516903;General Salgado;SP;M;45660610000150;10437;0
3517000;Getulina;SP;M;44528842000196;10337;0
3517109;Glicério;SP;M;44441475000199;4158;0
3517208;Guaiçara;SP;M;46203469000129;11478;0
3517307;Guaimbê;SP;M;44529592000109;5609;0
3517406;Guaíra;SP;M;48344014000159;40489;0
3517505;Guapiaçu;SP;M;45728326000178;22445;0
3517604;Guapiara;SP;M;46634275000188;17225;0
3517703;Guará;SP;M;45353299000104;18748;0
3517802;Guaraçaí;SP;M;51104552000180;7453;0
3517901;Guaraci;SP;M;46596318000188;10554;0
3518008;Guarani d'Oeste;SP;M;45115391000128;1999;0
3518107;Guarantã;SP;M;46187506000152;6532;0
3518206;Guararapes;SP;M;48468284000171;31888;0
3518305;Guararema;SP;M;46523262000131;32620;0
3518404;Guaratinguetá;SP;M;46680500000112;121916;0
3518503;Guareí;SP;M;46634267000131;15285;0
3518602;Guariba;SP;M;48664304000180;38678;0
3518701;Guarujá;SP;M;44959021000104;294871;0
3518800;Guarulhos;SP;M;46319000000150;1349100;0
3518859;Guatapará;SP;M;68319748000195;7474;0
3518909;Guzolândia;SP;M;45746112000124;4259;0
3519006;Herculândia;SP;M;44568277000190;9316;0
3519055;Holambra;SP;M;67172437000183;15718;0
3519071;Hortolândia;SP;M;67995027000132;248842;0
3519105;Iacanga;SP;M;46137477000114;10648;0
3519204;Iacri;SP;M;45547395000185;6197;0
3519253;Iaras;SP;M;57263949000100;8313;0
3519303;Ibaté;SP;M;45355575000165;33160;0
3519402;Ibirá;SP;M;45158193000141;11952;0
3519501;Ibirarema;SP;M;46211694000107;6450;0
3519600;Ibitinga;SP;M;45321460000150;62143;0
3519709;Ibiúna;SP;M;46634531000137;77801;0
3519808;Icém;SP;M;45726742000137;7982;0
3519907;Iepê;SP;M;49345911000140;7739;0
3520004;Igaraçu do Tietê;SP;M;44498467000189;23421;0
3520103;Igarapava;SP;M;45324290000167;26696;0
3520202;Igaratá;SP;M;46694147000120;10984;0
3520301;Iguape;SP;M;45550167000164;29891;0
3520400;Ilhabela;SP;M;46482865000132;36559;0
3520426;Ilha Comprida;SP;M;64037872000107;14104;0
3520442;Ilha Solteira;SP;M;59754648000104;26257;0
3520509;Indaiatuba;SP;M;44733608000109;269657;0
3520608;Indiana;SP;M;49520133000188;5200;0
3520707;Indiaporã;SP;M;46947396000180;4113;0
3520806;Inúbia Paulista;SP;M;44919611000103;3671;0
3520905;Ipaussu;SP;M;44563583000134;13935;0
3521002;Iperó;SP;M;46634085000160;38277;0
